Transaction_id,customer_id,Date,Product,Gender,Device_Type,Country,State,City,Category,Customer_Login_type,Delivery_Type, Quantity ,Transaction Start,Transaction_Result,Amount US$,Individual_Price_US$,Year_Month,Time
41906,1185785143,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,Normal Delivery,19,1,1,"2,725",143,13-Nov,03:55:24
41912,1572515084,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,Normal Delivery,22,1,1,"2,250",102,13-Nov,07:40:07
41923,1782419160,17/11/2013,Jean,Female,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,19,1,1,525,28,13-Nov,02:02:15
41927,1549969521,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,12,1,1,"4,999",417,13-Nov,14:48:29
41930,1505671086,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,17,1,1,0,0,13-Nov,18:50:54
41954,1634090819,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,12,1,1,"4,600",383,13-Nov,10:21:56
41963,1551178701,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,Normal Delivery,17,1,1,"2,790",164,13-Nov,03:45:31
41969,1384319851,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,19,1,1,"16,039",844,13-Nov,20:15:43
41972,1931727958,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,Normal Delivery,22,1,1,0,0,13-Nov,21:27:40
41990,2104712134,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,19,1,1,"1,050",55,13-Nov,12:25:30
41999,1358028678,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,Normal Delivery,12,1,1,610,51,13-Nov,22:26:44
42004,2203428420,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,12,1,0,"2,797",233,13-Nov,21:34:33
42013,1784753785,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,19,1,0,"3,900",205,13-Nov,23:01:06
42020,1856626587,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,21,1,1,599,29,13-Nov,09:08:33
42026,1277190305,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,Normal Delivery,21,1,1,"1,000",48,13-Nov,14:04:08
42028,1857136176,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,19,1,1,"3,995",210,13-Nov,00:44:45
42039,1866102394,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,Normal Delivery,22,1,1,"3,499",159,13-Nov,23:40:23
42048,1704825686,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,19,1,1,"3,758",198,13-Nov,00:07:57
42065,2188610123,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,15,1,0,0,0,13-Nov,10:30:05
42090,2149178520,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,15,1,1,"5,220",348,13-Nov,18:02:34
42106,2143448947,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,21,1,0,"8,476",404,13-Nov,00:17:46
42116,1423119894,17/11/2013,Jean,Female,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,19,1,1,602,32,13-Nov,08:48:00
42119,1298831809,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,15,1,1,300,20,13-Nov,08:59:33
42125,1852026099,17/11/2013,Jean,Female,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,21,1,1,"1,045",50,13-Nov,23:59:23
42136,1425568612,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,18,1,1,"5,153",286,13-Nov,17:45:52
42158,1287144060,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,Normal Delivery,22,1,1,"4,057",184,13-Nov,00:15:46
42170,1708041572,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,Normal Delivery,17,1,1,0,0,13-Nov,19:29:46
42180,1604036322,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,18,1,1,0,0,13-Nov,23:28:53
42181,2021892647,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,Normal Delivery,12,1,1,"1,000",83,13-Nov,21:04:28
42185,2288181468,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,13,1,1,749,58,13-Nov,20:30:02
42191,2063621170,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,13,1,1,410,32,13-Nov,08:36:12
42212,1713256121,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,19,1,1,500,26,13-Nov,19:44:48
42213,1929486288,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,Normal Delivery,22,1,1,"3,778",172,13-Nov,00:36:52
42214,2101327564,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,15,1,1,"2,999",200,13-Nov,23:35:11
42220,1671848591,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,14,1,1,"10,500",750,13-Nov,07:23:29
42227,1932209249,17/11/2013,Jean,Female,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,18,1,1,"2,971",165,13-Nov,21:01:47
42232,2021956370,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,12,1,1,"1,430",119,13-Nov,15:17:22
42250,1451899591,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,19,1,1,"2,170",114,13-Nov,03:14:41
42256,1347976013,17/11/2013,Jean,Female,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,22,1,1,926,42,13-Nov,16:27:34
42292,1640462518,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,13,1,1,99,8,13-Nov,04:15:30
42300,1375109783,17/11/2013,Jean,Female,Web,United States,California,Los Angles,Clothing,Member,Normal Delivery,17,1,1,669,39,13-Nov,09:43:51
42306,1719804158,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,12,1,1,0,0,13-Nov,08:49:10
42315,1156913873,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,16,1,1,"1,945",122,13-Nov,00:31:45
42318,1466156136,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,18,1,1,"2,270",126,13-Nov,02:02:03
42341,1280309420,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,17,1,1,"1,192",70,13-Nov,01:48:06
42365,2154751298,17/11/2013,Jean,Female,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,17,1,1,"1,800",106,13-Nov,22:15:49
42376,1967340194,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,14,1,1,"2,500",179,13-Nov,12:44:51
42378,1547742336,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,19,1,1,"5,650",297,13-Nov,09:54:22
42382,1662878412,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,20,1,1,"1,900",95,13-Nov,01:05:49
42384,1257334507,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,12,1,1,"6,999",583,13-Nov,09:11:37
42399,1548007473,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,12,1,1,"1,895",158,13-Nov,23:33:03
42407,2250667659,17/11/2013,Jean,Female,Web,United States,California,Los Angles,Clothing,Member,Normal Delivery,12,1,1,"1,232",103,13-Nov,08:42:42
42408,1259271348,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,22,1,0,"3,000",136,13-Nov,07:36:04
42410,2267411774,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,Normal Delivery,12,1,1,750,63,13-Nov,09:10:38
42411,2187697278,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,19,1,1,0,0,13-Nov,08:53:23
42417,1910708820,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,12,1,1,"3,460",288,13-Nov,01:06:06
42423,2210827671,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,20,1,1,0,0,13-Nov,23:25:45
42429,2186808967,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,19,1,1,853,45,13-Nov,10:16:38
42442,2087722622,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,19,1,1,"1,148",60,13-Nov,10:17:15
42444,1934869299,17/11/2013,Jean,Female,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,21,1,1,374,18,13-Nov,18:57:57
42451,1449668909,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,13,1,1,"1,498",115,13-Nov,04:31:57
42457,1913276260,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,12,1,1,"33,198","2,767",13-Nov,00:35:01
42458,2295853768,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,Normal Delivery,12,1,1,175,15,13-Nov,23:20:18
42464,1793866229,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,23,1,1,"2,490",108,13-Nov,21:52:26
42469,1545175722,17/11/2013,Jean,Female,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,21,1,1,0,0,13-Nov,10:08:04
42471,1771762354,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,19,1,1,0,0,13-Nov,08:55:24
42478,1154970497,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,Normal Delivery,15,1,1,"5,840",389,13-Nov,22:20:35
42483,1279639500,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,14,1,0,"3,585",256,13-Nov,21:22:08
42486,1881221039,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,22,1,1,0,0,13-Nov,17:05:54
42500,1722760305,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,21,1,1,"1,250",60,13-Nov,23:17:27
42501,1819929338,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,13,1,1,"2,695",207,13-Nov,13:27:15
42520,1572391210,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,13,1,1,500,38,13-Nov,07:20:13
42532,2255623027,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,Normal Delivery,13,1,1,"2,990",230,13-Nov,11:47:26
42542,2275322319,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,17,1,0,"12,780",752,13-Nov,13:55:02
42552,1933861802,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,19,1,1,"6,959",366,13-Nov,10:42:50
42554,1783610232,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,20,1,1,500,25,13-Nov,00:34:15
42560,1395091623,17/11/2013,Jean,Female,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,18,1,1,"1,494",83,13-Nov,06:35:25
42561,1298963472,17/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,23,1,1,"3,297",143,13-Nov,04:07:56
42571,1546182313,18/11/2013,Jean,Female,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,16,1,1,"3,709",232,13-Nov,08:44:00
42582,1597950055,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,12,1,1,"1,300",108,13-Nov,14:39:59
42583,1903061114,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,12,1,1,"1,280",107,13-Nov,12:19:39
42588,2029632852,18/11/2013,Jean,Female,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,17,1,1,"4,498",265,13-Nov,14:40:56
42596,1676879144,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,19,1,1,"3,800",200,13-Nov,12:16:25
42597,1620664004,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,Normal Delivery,22,1,1,"3,999",182,13-Nov,18:38:06
42601,1472904665,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,20,1,1,"2,499",125,13-Nov,04:38:29
42607,1335811331,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,12,1,1,"3,999",333,13-Nov,02:29:55
42617,1513938130,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,20,1,1,"1,300",65,13-Nov,11:28:51
42620,1340725541,18/11/2013,Jean,Female,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,15,1,1,955,64,13-Nov,10:20:48
42640,1279210714,18/11/2013,Jean,Female,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,12,1,1,"1,115",93,13-Nov,12:50:49
42644,2035442303,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,15,1,1,"2,500",167,13-Nov,23:14:01
42647,1352597162,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,23,1,1,"2,965",129,13-Nov,22:04:09
42650,1296598930,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,12,1,0,"3,490",291,13-Nov,22:08:25
42672,2108489893,18/11/2013,Jean,Female,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,18,1,1,"4,000",222,13-Nov,02:29:59
42675,1742651532,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,15,1,1,"4,145",276,13-Nov,04:01:15
42689,1376638587,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,17,1,1,"4,234",249,13-Nov,07:19:47
42694,2286912660,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,Normal Delivery,22,1,1,0,0,13-Nov,08:01:41
42707,1741499510,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,14,1,1,"1,448",103,13-Nov,05:35:24
42710,1274017807,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,18,1,1,500,28,13-Nov,01:02:42
42712,2219976774,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,19,1,1,"2,000",105,13-Nov,22:16:56
42716,2253487321,18/11/2013,Jean,Female,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,22,1,1,799,36,13-Nov,08:52:50
42718,2098999673,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,12,1,1,450,38,13-Nov,04:06:57
42723,1495198610,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,12,1,1,500,42,13-Nov,18:33:30
42726,1229647101,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,13,1,1,698,54,13-Nov,22:12:31
42733,1717488335,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,14,1,1,"1,149",82,13-Nov,15:43:28
42742,2198085494,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,Normal Delivery,22,1,0,241,11,13-Nov,04:45:01
42746,2216980221,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,17,1,1,"2,579",152,13-Nov,09:02:18
42755,2058584692,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,18,1,0,"7,920",440,13-Nov,10:57:40
42756,1321053328,18/11/2013,Jean,Female,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,22,1,1,"5,954",271,13-Nov,16:12:44
42770,1752291730,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,21,1,1,"1,000",48,13-Nov,23:51:47
42785,1438147507,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,12,1,1,374,31,13-Nov,14:56:38
42788,1911198046,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,12,1,1,374,31,13-Nov,04:06:18
42791,1681414100,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,13,1,1,0,0,13-Nov,19:49:51
42792,2222560276,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,Normal Delivery,14,1,1,0,0,13-Nov,09:37:33
42807,1411112947,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,12,1,1,"5,205",434,13-Nov,20:09:20
42812,1842040597,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,Normal Delivery,18,1,1,"6,012",334,13-Nov,20:27:51
42816,2188421677,18/11/2013,Jean,Female,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,18,1,1,"10,575",588,13-Nov,10:31:10
42819,1681753196,18/11/2013,Jean,Female,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,15,1,1,"5,521",368,13-Nov,01:01:45
42827,2278406761,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,Normal Delivery,18,1,0,694,39,13-Nov,15:51:58
42833,1311119734,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,13,1,1,"1,999",154,13-Nov,01:04:50
42844,1790599396,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,19,1,1,"1,100",58,13-Nov,01:54:52
42852,1254934591,18/11/2013,Jean,Female,Web,United States,California,Los Angles,Clothing,Member,Normal Delivery,22,1,1,"12,485",568,13-Nov,00:31:58
42880,2258392556,18/11/2013,Jean,Female,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,19,1,1,"6,160",324,13-Nov,18:46:39
42883,1270505318,18/11/2013,Jean,Female,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,15,1,1,199,13,13-Nov,23:58:16
42884,1338000526,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,19,1,1,795,42,13-Nov,12:04:41
42887,1757229997,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,17,1,1,"1,999",118,13-Nov,03:08:06
42888,2014689841,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,12,1,0,"41,845","3,487",13-Nov,10:57:40
42894,1306120929,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,18,1,1,500,28,13-Nov,04:50:42
42899,1450122408,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,19,1,1,"5,000",263,13-Nov,03:50:14
42909,2289011566,18/11/2013,Jean,Female,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,12,1,1,"1,744",145,13-Nov,07:08:28
42912,1891991470,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,Normal Delivery,22,1,1,"3,816",173,13-Nov,04:29:20
42924,1821379343,18/11/2013,Jean,Female,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,14,1,1,"6,795",485,13-Nov,13:28:36
42925,1685768986,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,15,1,0,"2,799",187,13-Nov,16:42:36
42926,2173243516,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Guest,one-day deliver,17,1,1,"1,269",75,13-Nov,21:53:56
42946,1247876746,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,14,1,1,"1,865",133,13-Nov,08:21:47
42956,2166210013,18/11/2013,Jean,Female,Web,United States,California,Los Angles,Clothing,Member,Normal Delivery,22,1,1,0,0,13-Nov,08:22:40
42965,1694141924,18/11/2013,Jean,Female,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,17,1,1,"2,000",118,13-Nov,12:31:40
42971,1756336926,18/11/2013,Jean,Female,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,15,1,1,"3,500",233,13-Nov,02:50:16
42981,1216546842,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,15,1,1,359,24,13-Nov,00:56:20
42993,1595485844,18/11/2013,Jean,Female,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,14,1,1,"4,414",315,13-Nov,08:55:36
42998,2217199513,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,15,1,1,407,27,13-Nov,11:00:38
43003,2057115583,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,12,1,0,"1,090",91,13-Nov,07:52:15
43005,1844919365,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,12,1,1,"8,500",708,13-Nov,02:18:59
43009,1445557343,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,18,1,1,"14,314",795,13-Nov,07:23:34
43012,1886176681,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,21,1,1,"1,400",67,13-Nov,11:41:46
43020,1330612212,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,Normal Delivery,12,1,1,"2,000",167,13-Nov,15:55:00
43021,1627995927,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,21,1,1,"7,549",359,13-Nov,06:00:18
43024,1794637065,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,13,1,1,515,40,13-Nov,11:07:47
43026,1351273264,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,23,1,0,0,0,13-Nov,00:24:13
43040,2092176868,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,15,1,1,699,47,13-Nov,12:39:56
43043,1606175814,18/11/2013,Jean,Female,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,19,1,1,0,0,13-Nov,02:07:13
43063,1738367670,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,18,1,1,515,29,13-Nov,09:07:09
43069,1519520159,18/11/2013,Jean,Female,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,22,1,1,"1,447",66,13-Nov,10:54:00
43072,1409920848,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,13,1,1,"1,970",152,13-Nov,16:29:54
43079,1557104100,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,20,1,1,"2,024",101,13-Nov,18:18:40
43080,1550728213,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,21,1,1,"2,498",119,13-Nov,01:44:44
43083,1959013869,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,18,1,1,864,48,13-Nov,19:30:16
43088,1429596964,18/11/2013,Jean,Female,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,19,1,1,"3,300",174,13-Nov,00:33:26
43089,2162574940,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,Normal Delivery,21,1,1,339,16,13-Nov,07:02:41
43090,1776941327,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Guest,one-day deliver,12,1,1,720,60,13-Nov,13:09:48
43095,1605015802,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,15,1,1,"1,000",67,13-Nov,20:08:31
43099,2064788842,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,Normal Delivery,12,1,1,"6,000",500,13-Nov,01:27:58
43104,1891662139,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,12,1,1,0,0,13-Nov,02:33:08
43119,1453348389,18/11/2013,Jean,Female,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,20,1,1,"2,000",100,13-Nov,22:27:37
43130,2282129234,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,13,1,1,"1,000",77,13-Nov,20:03:45
43136,1775597672,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,13,1,1,669,51,13-Nov,11:16:17
43137,1158921337,18/11/2013,Jean,Female,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,21,1,1,399,19,13-Nov,02:23:12
43138,1255251169,18/11/2013,Jean,Female,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,19,1,1,"4,195",221,13-Nov,08:10:21
43140,1435828072,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Guest,one-day deliver,13,1,1,"8,194",630,13-Nov,17:35:09
43144,1826461252,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,12,1,1,"4,675",390,13-Nov,05:44:30
43150,2261026391,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,14,1,1,0,0,13-Nov,14:27:17
43156,1770133449,18/11/2013,Jean,Female,Web,United States,California,Los Angles,Clothing,Member,Normal Delivery,22,1,1,"2,595",118,13-Nov,00:11:27
43164,1547115735,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,14,1,1,"14,000","1,000",13-Nov,02:26:58
43172,1637785803,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,20,1,1,"2,665",133,13-Nov,09:40:11
43215,1421925033,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,15,1,1,"4,245",283,13-Nov,14:54:57
43219,1978117532,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,12,1,1,"5,453",454,13-Nov,08:41:07
43248,1201227604,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,14,1,0,0,0,13-Nov,13:51:09
43252,2243441337,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,21,1,1,"32,999","1,571",13-Nov,21:59:00
43277,1292953226,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,12,1,1,0,0,13-Nov,10:02:19
43286,1827228585,18/11/2013,Jean,Female,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,13,1,1,"8,995",692,13-Nov,12:53:35
43292,2017310559,18/11/2013,Jean,Female,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,14,1,1,394,28,13-Nov,23:31:25
43313,1763448825,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,19,1,1,"1,217",64,13-Nov,10:43:09
43318,1555249843,18/11/2013,Shirt,Male,Web,United States,California,Los Angles,Clothing,Member,one-day deliver,19,1,1,"1,943",102,13-Nov,21:55:55
